,Unnamed: 0,Glycan,ID,Immunogenic,Link,species,class,domain,family,genus,kingdom,order,phylum
709,709,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID19016,No,N,"Bos taurus, Homo sapiens, Mus musculus",Mammalia,Eukarya,"Bovidae, Hominidae, Muridae","Bos, Homo, Mus",Animalia,"Artiodactyla, Primates, Rodentia",Chordata
710,710,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,GBID19025,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
711,711,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,GBID19059,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
712,712,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)GalNAc,GBID19070,No,O,"Bos taurus, Homo sapiens","Amphibia, Mammalia",Eukarya,"Ambystomatidae, Bovidae, Hominidae","Ambystoma, Bos, Homo",Animalia,"Urodela, Artiodactyla, Primates",Chordata
713,713,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID19083,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
714,714,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,GBID19115,No,Free,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
715,715,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19143,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
716,716,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19175,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
717,717,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19191,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
718,718,Gal(b1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]GalNAc,GBID19214,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
719,719,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,GBID19218,No,O,"Homo sapiens, Rattus norvegicus, Sus scrofa",Mammalia,Eukarya,"Hominidae, Muridae, Suidae","Homo, Rattus, Sus",Animalia,"Primates, Rodentia, Artiodactyla",Chordata
720,720,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19224,No,N,"Bos taurus, Gallus gallus, Homo sapiens, Mus musculus, Oryctolagus cuniculus, Rattus norvegicus, Sus scrofa, Tetronarce californica","Mammalia, Aves, Chondrichthyes",Eukarya,"Bovidae, Phasianidae, Hominidae, Muridae, Leporidae, Suidae, Torpedinidae","Bos, Gallus, Homo, Mus, Oryctolagus, Rattus, Sus, Tetronarce",Animalia,"Artiodactyla, Galliformes, Primates, Rodentia, Lagomorpha, Torpediniformes",Chordata
721,721,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19243,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
722,722,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID19280,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
723,723,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19287,No,N,"Homo sapiens, Sus scrofa",Mammalia,Eukarya,"Hominidae, Suidae","Homo, Sus",Animalia,"Primates, Artiodactyla",Chordata
724,724,GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID19289,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
725,725,Man(b1-2)Man(b1-2)D-4dLyxHexOMe,GBID3,Unknown,None,Candida albicans,Saccharomycetes,Eukarya,Saccharomycetaceae,Candida,Fungi,Saccharomycetales,Ascomycota
726,726,GlcOAcNOOle(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc,GBID9,Unknown,None,Bradyrhizobium japonicum,Alphaproteobacteria,Bacteria,Bradyrhizobiaceae,Bradyrhizobium,Bacteria,Rhizobiales,Proteobacteria
727,727,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID11,Unknown,N,Gallus gallus,Aves,Eukarya,Phasianidae,Gallus,Animalia,Galliformes,Chordata
728,728,Rha(a1-3)QuiNAc(b1-7)LDManHep(a1-2)Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)Ko(a2-4)]Kdo,GBID14,Unknown,None,Burkholderia cenocepacia,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
729,729,AraOPN(b1-4)GlcN(a1-6)GlcOPN(b1-1)AraN,GBID17,Unknown,None,Yersinia pestis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
730,730,ManOPOMe(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)Man,GBID22,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
731,731,GlcNAc(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)Rha,GBID24,Unknown,None,Ralstonia solanacearum,Betaproteobacteria,Bacteria,Burkholderiaceae,Ralstonia,Bacteria,Burkholderiales,Proteobacteria
732,732,GalA(a1-2)[Araf(a1-5)Araf(a1-4)]Rha(b1-4)GalA,GBID25,Unknown,None,,Dicotyledons,Eukarya,Fabaceae,Lupinus,Plantae,Fabales,Angiosperms
733,733,Man(a1-2)D-RhaOMe(a1-3)D-Rha(a1-3)Man(a1-2)Man,GBID26,Unknown,None,Burkholderia multivorans,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
734,734,MurNAc(a1-3)L-QuiNAc(a1-3)GlcNAc(b1-4)MurNAc,GBID29,Unknown,None,Yersinia ruckerii,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
735,735,Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID30,Unknown,N,Saccharomyces cerevisiae,Saccharomycetes,Eukarya,Saccharomycetaceae,Saccharomyces,Fungi,Saccharomycetales,Ascomycota
736,736,Galf(a1-2)[Galf(a1-3)]Man(a1-2)Man(a1-3)[Galf(a1-2)[Galf(a1-3)]Man(a1-2)Man(a1-6)]Man(a1-6)[Galf(a1-2)Man(a1-2)[Galf(a1-3)]Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,GBID32,Unknown,None,Schizosaccharomyces pombe,Schizosaccharomycetes,Eukarya,Schizosaccharomycetaceae,Schizosaccharomyces,Fungi,Schizosaccharomycetales,Ascomycota
737,737,GalOP(b1-3)Glc(b1-3)GalOP(b1-4)Man,GBID34,Unknown,None,Leishmania mexicana,Kinetoplastida,Eukarya,Trypanosomatidae,Leishmania,Excavata,Trypanosomatida,Euglenozoa
738,738,Rha(a1-2)Rha(a1-3)Rha(b1-4)Rha,GBID35,Yes,None,"Burkholderia vietnamiensis, Xanthomonas axonopodis, ","Betaproteobacteria, Gammaproteobacteria",Bacteria,"Burkholderiaceae, Xanthomonadaceae","Burkholderia, Xanthomonas",Bacteria,"Burkholderiales, Xanthomonadales",Proteobacteria
739,739,Man(b1-4)Xyl(b1-4)[Gal(a1-3)]Glc(b1-6)[GlcA(a1-4)]Glc(b1-4)Man,GBID36,Unknown,None,,Cyanophyceae,Bacteria,Nostocaceae,Nostoc,Bacteria,Nostocales,Cyanobacteria
740,740,Man(b1-4)Rha(a1-3)Gal(a1-6)Man(b1-4)Rha(a1-3)GalOAc(a1-6)Man,GBID37,Unknown,None,Salmonella typhi,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Salmonella,Bacteria,Enterobacterales,Proteobacteria
741,741,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID38,Unknown,N,Calloselasma rhodostoma,Reptilia,Eukarya,Viperidae,Calloselasma,Animalia,Squamata,Chordata
742,742,ManNAc(b1-4)GlcNAc(b1-3)ManNAc,GBID40,Unknown,None,Stenotrophomonas maltophilia,Gammaproteobacteria,Bacteria,Xanthomonadaceae,Stenotrophomona,Bacteria,Xanthomonadales,Proteobacteria
743,743,GlcOPGro(b1-4)[Glc(a1-6)GalNAc(a1-3)]FucNAc(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-2)GlcOPGro,GBID41,Unknown,None,Yersinia kristensenii,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
744,744,Man(b1-2)DDManHep(a1-3)[Man(b1-4)]DDManHep,GBID42,Unknown,None,,Gammaproteobacteria,Bacteria,,,Bacteria,Legionellales,Proteobacteria
745,745,Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-4)]GlcNAc(a1-3)Rha(a1-6)Glc,GBID44,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
746,746,FucNAc(a1-3)QuiNAcNBut(b1-4)FucNAc,GBID46,Yes,None,Plesiomonas shigelloides,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Plesiomonas,Bacteria,Enterobacterales,Proteobacteria
747,747,ManNAcA(b1-3)GlcNAc(a1-4)ManNAcA(b1-6)Glc(a1-4)ManNAcA,GBID48,Unknown,None,Geobacillus stearothermophilus,Bacilli,Bacteria,Bacillaceae,Geobacillus,Bacteria,Bacillales,Firmicutes
748,748,Man(a1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID49,Unknown,None,Vigna radiata radiata,Dicotyledons,Eukarya,Fabaceae,Vigna,Plantae,Fabales,Angiosperms
749,749,[Galf(b1-5)Galf(b1-2)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAcN,GBID51,Unknown,None,Neurospora crassa,Sordariomycetes,Eukarya,Sordariaceae,Neurospora,Fungi,Sordariales,Ascomycota
750,750,GlcA(a1-2)[Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)Xyl,GBID52,Unknown,None,Arabidopsis thaliana,Dicotyledons,Eukarya,Brassicaceae,Arabiopsis,Plantae,Brassicales,Angiosperms
751,751,"Gal(a1-6)Glc(b1-3)2,5-Anhydro-TalOP",GBID55,Unknown,None,Morganella morganii,Gammaproteobacteria,Bacteria,Morganellaceae,Morganella,Bacteria,Enterobacterales,Proteobacteria
752,752,GlcNAc(b1-3)Gal(b1-4)Rha(b1-4)Ery-ol,GBID56,Unknown,None,Streptococcus suis,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
753,753,GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAcAla(b1-4)GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAcAla,GBID59,Unknown,None,Bacillus subtilis,Bacilli,Bacteria,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes
754,754,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc,GBID63,Unknown,N,"Ginkgo biloba, Komagataella pastoris, Mus musculus, Solanum lycopersicum","Ginkgoopsida, Saccharomycetes, Mammalia, Dicotyledons",Eukarya,"Ginkgoaceae, Saccharomycetaceae, Muridae, Mucoraceae, Solanaceae","Ginkgo, Komagataella, Mus, Solanum","Plantae, Fungi, Animalia","Ginkgoales, Saccharomycetales, Rodentia, Mucorales, Solanales","Ginkgophyta , Ascomycota, Chordata, Zygomycota, Angiosperms"
755,755,Gal(b1-2)Gal(b1-2)GalGro,GBID65,Unknown,None,Bifidobacterium bifidum,Actinobacteria,Bacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,Bifidobacteriales,Actinobacteria
756,756,[Col(a1-2)]Gal(b1-3)[Col(a1-4)]GlcNAc(b1-4)GalA(a1-3)QuiNAc,GBID66,Yes,None,Vibrio cholerae,Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,Vibrionales,Proteobacteria
757,757,GalNAcOS(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,GBID68,Unknown,O,Bos taurus,Mammalia,Eukarya,Bovidae,Bos,Animalia,Artiodactyla,Chordata
758,758,Glc(a1-3)Glc(b1-2)Glc,GBID69,Unknown,None,Stevia rebaudiana,Dicotyledons,Eukarya,Asteraceae,Stevia,Plantae,Asterales,Angiosperms
759,759,[GalOAc(b1-2)D-Rha(a1-4)][GalOAc(a1-2)]GlcA(a1-3)[GalOAc(b1-6)]ManOAc(a1-3)GlcOAc(b1-3)GlcA,GBID71,Unknown,None,Burkholderia pyrrocinia,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
760,760,Galf(b1-3)[Gal(a1-2)]D-Fuc(a1-3)Galf,GBID72,Unknown,None,Rahnella aquatilis,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Rahnella,Bacteria,Enterobacterales,Proteobacteria
761,761,Glc(b1-4)Glc(b1-4)QuiOMe(b1-3)D-6dAraHexOMe,GBID74,Unknown,None,,Dicotyledons,Eukarya,Apocynaceae,,Plantae,Gentianales,Angiosperms
762,762,GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID75,Unknown,O,Sus scrofa,Mammalia,Eukarya,Suidae,Sus,Animalia,Artiodactyla,Chordata
763,763,GalNAc(a1-4)ManNAcA(b1-6)GalNAc,GBID77,Yes,None,Azospirillum brasilense,Alphaproteobacteria,Bacteria,Rhodospirillaceae,Azospirillum,Bacteria,Rhodospirillales,Proteobacteria
764,764,QuiNAlaAc(b1-4)GalNAcA(a1-4)GalOAc(a1-2)QuiNAlaAc,GBID78,Yes,None,Pseudoalteromonas haloplanktis,Gammaproteobacteria,Bacteria,Pseudoalteromonadaceae,Pseudoalteromonas,Bacteria,Alteromonadales,Proteobacteria
765,765,[L-QuiNAc(a1-3)]GalNAcOAc(a1-6)GlcOP(a1-4)L-QuiNAc(a1-3)GlcNAc(b1-4)GalNAcOAc,GBID79,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
766,766,Ribf(b1-6)Glc(a1-2)Ribf,GBID82,Yes,None,Burkholderia cepacia,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
767,767,[Xyl(b1-4)]Man(a1-3)Man(a1-3)[GlcA(b1-2)]Man(a1-3)Man,GBID86,Unknown,None,Cryptococcus neoformans,Saccharomycetes,Eukarya,Saccharomycetaceae,Cryptococcus,Fungi,Saccharomycetales,Ascomycota
768,768,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,GBID92,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
769,769,GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc,GBID94,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
770,770,Glc(a1-4)Glc(a1-6)Glc,GBID95,Unknown,None,"Aureobasidium pullulans, Lactobacillus reuteri, Oryza sativa","Dothideomycetes, Bacilli, Monocotyledons ","Eukarya, Bacteria","Dothioraceae, Lactobacillaceae, Poaceae","Aureobasidium, Lactobacillus, Oryza","Fungi, Bacteria, Plantae","Dothideales, Lactobacillales, Poales","Ascomycota, Firmicutes, Angiosperms"
771,771,Man(a1-2)[Man(a1-2)Galf(b1-2)Galf(b1-2)Galf(b1-6)]Man(a1-2)[Man(a1-6)]Man(a1-2)[GalA(b1-2)Galf(b1-6)]Man(a1-2)[Man(a1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-6)]Man(a1-2)Man(a1-2)Man(a1-2)Man,GBID98,Unknown,None,Ophiocordyceps sinensis,Sordariomycetes,Eukarya,Ophiocordycipitaceae,Ophiocordyceps,Fungi,Hypocreales,Ascomycota
772,772,Glc(a1-4)GlcAOPyr(b1-6)Glc,GBID99,Unknown,None,,Actinobacteria,Bacteria,,,Bacteria,Actinomycetales,Actinobacteria
773,773,Man(b1-4)Man(b1-4)Man,GBID100,Unknown,None,"Amorphophallus konjac, Arum maculatum, Bletilla striata, Eichhornia crassipes, Mimosa scabrella, Narcissus tazetta, Schizolobium amazonicum, Schizolobium parahyba, Stryphnodendron adstringens","Monocotyledons , Dicotyledons",Eukarya,"Araceae, Orchidaceae, Pontederiaceae, Fabaceae, Amaryllidaceae","Amorphophallus, Arum, Bletilla, Eichhornia, Mimosa, Narcissus, Schizolobium, Stryphnodendron",Plantae,"Alismatales, Asparagales, Commelinales, Fabales",Angiosperms
774,774,GalA(a1-4)[GalA(a1-5)]Kdo(a2-4)[GalA(a1-4)Man(a1-5)]Kdo,GBID103,Unknown,None,"Escherichia coli, Rhizobium leguminosarum","Gammaproteobacteria, Alphaproteobacteria",Bacteria,"Enterobacteriaceae, Rhizobiaceae","Escherichia, Rhizobium",Bacteria,"Enterobacterales, Rhizobiales",Proteobacteria
775,775,D-FucNAlaAc(a1-4)Gal(b1-4)Glc(a1-4)[Glc(a1-2)]Glc(b1-3)GalNAc,GBID109,Unknown,None,"Cronobacter dublinensis, Cronobacter sakazakii",Gammaproteobacteria,Bacteria,Enterobacteriaceae,Cronobacter,Bacteria,Enterobacterales,Proteobacteria
776,776,Man(a1-3)[Man(a1-6)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc-ol,GBID110,Unknown,None,Aspergillus oryzae,Eurotiomycetes,Eukarya,Trichocomaceae,Aspergillus,Fungi,Eurotiales,Ascomycota
777,777,Man(a1-3)Man(a1-3)Gal(b1-2)[Man(a1-6)]Man(a1-2)[Man(a1-6)]Man(a1-2)Man,GBID111,Unknown,None,,Leotiomycetes,Eukarya,,,Fungi,Helotiales,Ascomycota
778,778,NeuNGc(a2-3)Gal(b1-3)[NeuNGc(a2-6)]GlcNAc(b1-2)Man,GBID112,Unknown,None,Holothuria atria,Holothuroidea,Eukarya,Holothuriidae,Holothuria,Animalia,Holothuriida,Echinodermata
779,779,GlcAGroN(b1-4)Glc(b1-4)GalA(b1-3)GlcNAc(b1-3)GlcAGroN,GBID116,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
780,780,GalA(a1-2)Rha(b1-2)Rha,GBID117,Unknown,None,,Dicotyledons,Eukarya,Salicaceae,,Plantae,Malpighiales,Angiosperms
781,781,Kdo(a2-8)[Kdo(a2-4)]Kdo(a2-4)Kdo(a2-6)GlcNAc,GBID119,Unknown,None,Chlamydia psittaci,Chlamydiae,Bacteria,Chlamydiaceae,Chlamydia,Bacteria,Chlamydiales,Chlamydiae
782,782,DDManHep(a1-3)DDManHep(a1-3)DDManHep(a1-3)DDManHep(a1-3)Glc(a1-6)Glc(a1-6)Glc(a1-6)DDManHep(a1-3)Fuc,GBID121,Unknown,None,Helicobacter pylori,Epsilonproteobacteria,Bacteria,Helicobacteraceae,Helicobacter,Bacteria,Campylobacterales,Proteobacteria
783,783,[GalOPyr(a1-4)GlcA(b1-3)GalOAc(a1-3)]Fuc(b1-4)FucOAc(a1-3)Glc(b1-4)Fuc,GBID122,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
784,784,Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,GBID123,Unknown,None,Acer pseudoplatanus,Dicotyledons,Eukarya,Sapindaceae,Acer,Plantae,Sapindales,Angiosperms
785,785,Gal(b1-3)Gal(b1-3)GalNAc(b1-4)Gal,GBID129,Yes,None,Mannheimia haemolytica,Gammaproteobacteria,Bacteria,Pasteurellaceae,Mannheimia,Bacteria,Pasteurellales,Proteobacteria
786,786,GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Gal,GBID132,Unknown,None,Shigella dysenteriae,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Shigella,Bacteria,Enterobacterales,Proteobacteria
787,787,Glc(b1-4)GlcOAc(b1-3)[Glc(b1-2)]GlcOAcOCoum(a1-2)FrufOBzOFer,GBID135,Unknown,None,Polygala senega,Dicotyledons,Eukarya,Polygalaceae,Polygala,Plantae,Fabales,Angiosperms
788,788,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcOP,GBID138,Unknown,None,"Saccharomyces cerevisiae, Saccharomyces uvarum, Schizosaccharomyces pombe","Saccharomycetes, Schizosaccharomycetes",Eukarya,"Saccharomycetaceae, Schizosaccharomycetaceae","Saccharomyces, Schizosaccharomyces",Fungi,"Saccharomycetales, Schizosaccharomycetales",Ascomycota
789,789,Rha(a1-2)Rha(a1-4)Glc(b1-6)Glc,GBID143,Unknown,None,Guaiacum officinale,Dicotyledons,Eukarya,Zygophyllaceae,Guaiacum,Plantae,Zygophyllales,Angiosperms
790,790,GlcNAc(b1-4)Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,GBID144,Unknown,N,Phaseolus vulgaris,Dicotyledons,Eukarya,Fabaceae,Phaseolus,Plantae,Fabales,Angiosperms
791,791,LDManHepOPPEtn(a1-5)Kdo(a2-8)[KdoOPEtn(a2-4)]Kdo,GBID145,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
792,792,NeuNAc(a2-8)NeuNAc(a2-9)NeuNAc,GBID147,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
793,793,[ManNAc(a1-3)]Rha(a1-3)Rha(a1-3)Rha(a1-3)GalNAc(a1-2)Rha,GBID148,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
794,794,Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[Man(a1-3)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID149,Unknown,N,Gallus gallus,Aves,Eukarya,Phasianidae,Gallus,Animalia,Galliformes,Chordata
795,795,Kdo(b2-3)ManOMe(b1-5)Kdo,GBID155,Unknown,None,"Sinorhizobium fredii, ",Alphaproteobacteria,Bacteria,Rhizobiaceae,Sinorhizobium,Bacteria,Rhizobiales,Proteobacteria
796,796,Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID157,Unknown,N,Saccharomyces cerevisiae,Saccharomycetes,Eukarya,Saccharomycetaceae,Saccharomyces,Fungi,Saccharomycetales,Ascomycota
797,797,Rha(a1-3)FucNAc(a1-3)QuiNAc,GBID160,Unknown,None,Pseudomonas chlororaphis,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
798,798,Ribf(b1-4)GalNAc(a1-2)Ribf,GBID161,Yes,None,"Burkholderia cenocepacia, Burkholderia cepacia",Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
799,799,Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc,GBID162,Unknown,None,Nicotiana tabacum,Dicotyledons,Eukarya,Solanaceae,Nicotiana,Plantae,Solanales,Angiosperms
800,800,Gal(b1-3)FucNAc(a1-3)GlcNAc(b1-2)Gal,GBID163,Yes,None,"Citrobacter braakii, Escherichia coli",Gammaproteobacteria,Bacteria,Enterobacteriaceae,"Citrobacter, Escherichia",Bacteria,Enterobacterales,Proteobacteria
801,801,[Sug(b1-3)GalOAc(a1-2)]Man(a1-4)Rha(a1-3)Gal(a1-3)Man,GBID167,Yes,None,Pectobacterium atrosepticum,Gammaproteobacteria,Bacteria,Pectobacteriaceae,Pectobacterium,Bacteria,Enterobacterales,Proteobacteria
